,direction,direction_spherical,peaks,column_density,angle_respect_to_los
1637,"[-0.18532915336180375, 0.9719214840000124, 0.14498873698811632]","[1.4252947375956753, 1.7592176406720246]","[15.109645159138637, 14.82801760130475, 19.684899129854927]",1.33960183902461e+17,0.31656735724464563
390,"[0.23112433016931444, 0.3893141141745738, 0.8916367334897394]","[0.4698488462072696, 1.0350438210788897]","[9.487268577673131, 6.35734765173607, 0.12895434917547277]",6.872839693460809e+19,0.31802803565520055
2465,"[-0.9083590262837246, 0.413650493426758, -0.06145851166993331]","[1.6322935940303236, 2.714271946940829]","[19.375171808809593, 33.92593830331443, 37.09911915183238]",6.105591301783629e+17,0.31804729608012017
1399,"[-0.32160753231834555, 0.926315813853789, -0.19623355513392127]","[1.7683116334489033, 1.904965562315782]","[2.385205816776903, 38.702982311526746, 39.43492173928929]",1.4255812720902211e+17,0.3185367509263881
1607,"[-0.15032237507348445, -0.9751876373145951, -0.16251847766036745]","[1.7340388569038614, -1.723739658619775]","[24.380006828082898, 10.091856055854354, 22.37534441418643]",1.416196395242198e+20,0.3189206640522647
1076,"[0.2003805147473354, 0.6936828470655305, 0.6918466282324804]","[0.8067528979995188, 1.2895864144443265]","[34.884268532060254, 31.38416322415432, 21.3355963483858]",3.02647448772854e+16,0.31909020660893905
1489,"[0.5080017026111548, -0.7611575860818786, -0.4032039177564807]","[1.9858116116473676, -0.9822815402709391]","[0.41934020585196663, 13.28537662241139, 27.372697480126465]",5.4573350751156563e+17,0.31920156089262014
2428,"[-0.619453102977531, -0.19587363467200666, 0.7602048226970715]","[0.7071680045428236, -2.835336764267898]","[1.655926820787364, 27.874806888900558, 26.854420950034665]",3.004731755605131e+18,0.31922101886466414
1369,"[-0.8267899882965889, 0.5154026350638429, -0.22534071762948915]","[1.7980890610586433, 2.5841606179002268]","[8.676493957756191, 27.94057298515318, 0.7899533961531091]",9.233000343497125e+16,0.31922656030393287
498,"[-0.26704738300315517, 0.9595114055534276, 0.08957431464461374]","[1.4811017934649162, 1.8422427818083442]","[5.186729776955374, 32.62240023107752, 9.423292756917903]",4.3228256273816407e+18,0.3194444690541165
2779,"[-0.2741745714912429, -0.9615194244775139, -0.017569880478356906]","[1.5883671113712527, -1.8485716203690374]","[23.554110536124252, 31.831218627909383, 30.887983857977062]",1.610184866812275e+17,0.31975141280383496
2681,"[0.36121627172856063, -0.7055546537890333, -0.6096847017558804]","[2.226459076458552, -1.097625986933465]","[16.191541286350038, 27.88574070806468, 39.66724375504961]",1.3941217568132883e+17,0.31977904561399334
102,"[-0.01581136555251853, -0.6968916490442686, 0.7170021131152415]","[0.7713042668716839, -1.5934808479407563]","[19.37455211373929, 32.744577811575354, 12.839822093364178]",5.088637210547619e+16,0.32043940746786037
978,"[0.9746921766074189, -0.21994016460002408, -0.040018556395835944]","[1.6108255724145806, -0.2219338896900939]","[38.08391650894376, 29.17335502747359, 38.60125683562064]",1.2107181813596206e+18,0.32166606088406346
2205,"[0.46316709799093975, -0.793654586267196, -0.39444725507436046]","[1.9762625833831968, -1.0425320720627578]","[18.07810499154271, 31.40473705881753, 30.241078109277666]",1.2200438990742028e+19,0.32209736680067436
215,"[0.6507162648766733, 0.14397312739843557, -0.7455468336812014]","[2.4121513049624097, 0.2177454401854314]","[22.97099518317569, 7.255620675029128, 36.18549511382865]",1.8574031104567405e+17,0.3226502862816042
2869,"[-0.8458919972784331, -0.3893205347957503, 0.3645493795450149]","[1.1976474915903887, -2.7102488199336836]","[38.6019099388711, 6.383200694055615, 27.770749736426293]",5.887301675855092e+17,0.3228695480253323
1288,"[-0.9116963115360982, -0.3715853806278516, -0.17531155248621985]","[1.7470185394462234, -2.75457249745794]","[28.93874343624027, 25.587644243429196, 21.75283922754461]",1.970623049951049e+16,0.3231790991938913
2006,"[-0.4673503019542367, 0.3128890508771086, 0.8268519438838526]","[0.5973092378359712, 2.551633995735337]","[15.375994480100793, 33.46747002974436, 35.36973842316068]",7.347195974954166e+16,0.3237486496945482
1137,"[-0.005540601923506446, -0.10108488076622674, 0.9948623767189123]","[0.10141033984360456, -1.6255529169138516]","[14.334153896475883, 4.1337205631219405, 27.719953604684484]",2.744906982411295e+20,0.32384084148039255
307,"[0.8945472891344931, -0.28929312593364326, 0.34072662764989636]","[1.2231066628013663, -0.3127805647568544]","[5.60709018576275, 25.1685511607342, 2.551133412781354]",1.1686470662665026e+19,0.32401249261723686
868,"[0.24678807212929638, 0.8180835639296553, -0.5194563791916117]","[2.1170109662730985, 1.2778117088045862]","[2.6693865167495785, 9.763351830849157, 19.81610642189484]",8.475960855947494e+16,0.3255703562622392
1903,"[-0.0791125579117825, -0.9744233211212032, -0.21033400684572903]","[1.7827129236951864, -1.6518077439986187]","[7.764016848651281, 27.319262734546477, 27.296505549535482]",8.010673722400397e+16,0.3258218385000239
2571,"[0.5008939978417563, -0.7165885606097724, 0.48539266344817705]","[1.0639840956406996, -0.9607431367838017]","[6.016254252285435, 23.576846950654584, 7.891764623024393]",3.6131662219920835e+20,0.3258496978825755
844,"[-0.790661935590474, -0.5988109821154711, 0.12758962068377855]","[1.4428579710554477, -2.4934015724764658]","[4.608497482224111, 23.44475391228961, 28.76221979419392]",2.4396664874334864e+16,0.3259848048196333
2824,"[-0.6947521961344055, 0.42514150968957337, -0.5801500518876922]","[2.189709228975413, 2.5924453604262907]","[23.613496953441754, 16.2692769633724, 39.04974100157972]",1.7657869366450158e+19,0.3261571318617954
481,"[0.18827244128844434, 0.8549437506956293, 0.48334736059874933]","[1.0663219510292343, 1.3540398375039955]","[27.834524870365755, 32.72384982646717, 28.936261759591325]",1.5092171842890545e+18,0.3269258056694798
192,"[-0.0818282278662511, 0.99098480217373, 0.10608139792141873]","[1.4645149542324036, 1.6531820606363805]","[30.812863959652216, 28.075723284046035, 26.9322650411423]",5.692738122394639e+16,0.32739531324643334
304,"[0.111726375029648, 0.022074598868263594, 0.9934937992798645]","[0.11413385207098879, 0.1950649878680618]","[1.6808389498284555, 19.139005281022452, 0.6667925892370761]",9.22966388309621e+17,0.32856894783038004
405,"[0.8131483262520429, 0.49043182422189163, 0.313474760234199]","[1.2519462971871855, 0.5427156958296029]","[11.217021097968093, 35.674323018693904, 27.051030520495004]",1.6274762386519665e+19,0.3288289096773551
2406,"[0.3620504550546866, 0.9130932080993165, -0.18756401925100827]","[1.7594778885340996, 1.193302312107804]","[10.895999078134867, 18.212789506190404, 30.567937615801505]",7.023256715382866e+16,0.3291912917998751
1846,"[0.7323676115998324, -0.5357197507154013, 0.42028803239324414]","[1.1370336007702053, -0.6315492296219987]","[2.0177128965204254, 17.52705844124535, 30.07560149858461]",6.930778965531588e+18,0.3296238013492655
200,"[-0.34665122155422956, 0.434891267294302, 0.8310851437885989]","[0.5897402896548095, 2.2437656188246464]","[29.716543063047595, 38.735086991354805, 22.425891663129395]",7.760723610864287e+18,0.32991485638435947
2014,"[0.2572894721463674, 0.0528888335271756, 0.9648859511936]","[0.26578748822215514, 0.202737480320867]","[28.789248557190227, 17.497797773178938, 19.052624069850225]",1.6523892312899738e+17,0.3309968106325123
75,"[0.1959206514496628, -0.3232599546469111, 0.9258067293216315]","[0.3876320600107471, -1.0259199058581936]","[14.590363026967879, 0.23958680262562382, 15.603256967973634]",4.204537648186629e+19,0.3310214392665205
2833,"[-0.21932709411895884, 0.5816062700069201, -0.7833452447509786]","[2.470825823529511, 1.9314118930899282]","[9.175382312756291, 25.555783221198574, 25.030433737074482]",1.8850831766506605e+17,0.33121222934609507
1680,"[0.873895357640094, -0.45005810897039683, -0.18372425655063304]","[1.7555701958773633, -0.4755772813729364]","[30.66196621919078, 7.923315978849496, 39.64123020255829]",2.1977974276482253e+19,0.33135221603632126
562,"[0.2288857421419139, -0.7992149046964161, 0.5557579087653576]","[0.9815219715210606, -1.2918736979802925]","[1.473000501446986, 37.650760773665084, 15.899740729499882]",2.5118084432573317e+19,0.33220903088326315
1665,"[-0.9048797416003906, -0.4029700482997208, -0.13714150872194447]","[1.7083714033332607, -2.7226291259377553]","[12.410322599033396, 30.436696639279894, 36.08490649651262]",1.996161762443559e+17,0.3323861767411905
2279,"[0.575617080856613, -0.811160488164359, 0.10336168858464927]","[1.467249701224519, -0.9536419955482025]","[4.756145101863176, 3.964951144207525, 1.9195208331442615]",9.138839121286553e+18,0.33256208564034356
2146,"[-0.9920330346945119, -0.09544089684643121, 0.08222829977535859]","[1.4884750795828714, -3.045680465612731]","[12.812321102784884, 6.104219171271758, 6.887634675963266]",1.295751103643839e+17,0.33258437708712113
2840,"[-0.5180735626629002, -0.8488466637211606, -0.105162375207225]","[1.6761535070139653, -2.118774218919685]","[18.590328868488896, 29.444214521114972, 32.15112326915131]",2.99633239887834e+16,0.33297431515787707
1101,"[0.3112522784602803, 0.8477040194832383, -0.42955781276243327]","[2.014799381150583, 1.2189070973373037]","[2.2224101829794236, 2.741621920990397, 7.030248029220857]",8.623905687189551e+17,0.3334483028173709
2881,"[0.37564625585653416, 0.7952485939889233, 0.47588818457659476]","[1.0748227028659938, 1.1295014923768014]","[29.73638164301955, 20.418138879022962, 1.6995736664852927]",1.3549158414352349e+17,0.33378634700703536
2125,"[-0.250499878927826, -0.9291484424408392, -0.2719062017808838]","[1.8461696376304035, -1.834136766116997]","[8.44788052032299, 5.302574421159111, 9.639676632305942]",4.728383825827659e+16,0.3337893280193557
582,"[-0.6972039200321161, 0.663489286083585, 0.271456554800479]","[1.2958902363876645, 2.3809669641786035]","[9.119946747540377, 7.710449136163471, 29.35399001341496]",1.0782696452040371e+17,0.3339533370287725
480,"[-0.540789738718917, 0.7720977214472048, -0.3337837129525052]","[1.9111109763381615, 2.1818015538157685]","[22.492709429017594, 22.78126994930419, 32.68500327261349]",6.30297282502565e+16,0.33481624848455666
38,"[-0.9177124908610022, -0.35642166909382933, -0.17540632234347617]","[1.7471148009166548, -2.7711430125362515]","[12.101989558517467, 20.987458282007253, 34.108640569508424]",4.555064375174141e+18,0.33484579970269557
856,"[-0.9876173712570121, -0.12780357764399375, 0.09098446863495245]","[1.4796858573477978, -3.0129018578204927]","[29.59706692674272, 25.188751592266158, 33.76695099159624]",1.3543567314370234e+17,0.3352234194747444
157,"[-0.9627024901931795, -0.26478457216387646, 0.05561515728508041]","[1.5151524594938444, -2.873186474908496]","[15.617744765316079, 17.63926535394326, 25.29481568202781]",9.421088534085846e+16,0.3355435494847846
2246,"[-0.9774172363217433, 0.18406731688414274, 0.10380158474820082]","[1.4668074260392348, 2.9554525687444033]","[25.206089138487258, 16.3504481144833, 0.36922917980948]",4.879156254163693e+16,0.3357777813827716
2332,"[-0.4342134668862411, 0.9000377677487348, 0.0372918463005779]","[1.5334958315653398, 2.0202968290231906]","[4.506373051165511, 23.740219758722176, 26.58160300508022]",1.7492460870581298e+16,0.3358045911500473
2793,"[-0.9612759391526438, -0.08628446664710239, -0.26173184678526956]","[1.8356124926655442, -3.0520722069507404]","[16.10908449548478, 19.55057132301781, 15.419664610988349]",3.8605622212359896e+16,0.3359219100311563
966,"[0.26205683887438297, -0.05111662049738295, 0.9636977245527211]","[0.27027419184735996, -0.19264039331639268]","[29.036564583047134, 18.94729412397318, 32.02761717733699]",6.837542384916093e+16,0.33592939065943184
789,"[0.7084090710545177, 0.5933970516338745, 0.3821472584749228]","[1.178677525827276, 0.697278916074294]","[28.466544512593487, 5.593713188763062, 6.832145121522286]",3.907985022627614e+16,0.33598802428868213
509,"[-0.28255143221062945, 0.944112076698577, -0.1697559271060139]","[1.741378323131851, 1.86159007762106]","[29.335512571454423, 4.180313358941364, 39.738153511805706]",4.8678672304961304e+16,0.33599404256115795
2798,"[-0.9871058846886315, -0.16000779299107068, 0.004413456151464211]","[1.5663828563153193, -2.980892527207281]","[13.485580939317504, 7.0792735784478396, 28.252826489084498]",1.7162550363681123e+17,0.33608694562715885
2181,"[0.4257524545363233, -0.0852043096717982, 0.9008191122915014]","[0.44914397839199416, -0.19751710360916216]","[29.1483645504008, 19.04502377971145, 25.492213273502575]",4.034382451264958e+20,0.33697842321946325
1687,"[0.52220971743473, 0.814977721494742, 0.25121370281889066]","[1.3168623615260364, 1.0009401666786137]","[5.142425402222146, 3.900343987805222, 33.201783889401284]",5.89396276032004e+17,0.33716773909491193
2671,"[0.07245793642302759, 0.7730624493364118, -0.6301779882503858]","[2.2525787502007883, 1.4773409190892155]","[16.5956177127631, 31.963416281422557, 37.826377821968315]",8.643995863179965e+16,0.3375051811312221
119,"[0.22002384577287204, -0.5952072327238187, 0.7728634144559896]","[0.687455139042581, -1.2167161793472394]","[9.830168845192652, 3.5238041560367463, 17.822484123319313]",3.190130382456513e+16,0.3377681162933997
2650,"[0.45420154963698656, 0.7957662752603504, 0.4005708270276658]","[1.1586565726670988, 1.0521448882120457]","[5.645320550994768, 4.296952166582699, 33.96757639159586]",4.898964699126159e+18,0.33787964958604977
108,"[0.5737334399765732, -0.5061980872265791, -0.6438893044155966]","[2.270367057225462, -0.722942797381684]","[10.837683693713615, 22.813570200791442, 34.38725226162283]",1.3697848769551048e+17,0.3382450254382852
1480,"[-0.7322869674509285, 0.6367442299626679, 0.24147998449306632]","[1.3269056452853316, 2.425870095454874]","[16.85827007343659, 36.44511060726896, 4.404229075104446]",6.038622070242787e+17,0.3388616296869722
319,"[0.004598067221045436, 0.4022728611075575, -0.9155082757649817]","[2.727565864163227, 1.559366604744122]","[28.0013026786035, 19.942734289822667, 30.67268869694803]",1.111834444693762e+17,0.3390118796535008
44,"[-0.3884808887343482, -0.9213325874363251, -0.015128199366001202]","[1.5859251032663777, -1.9698270003299625]","[29.625191612099734, 19.52883095200313, 38.21117671534462]",1.5208995367999053e+17,0.3398179701511156
2233,"[0.6817162674735722, 0.5378695750134543, 0.4959427899836315]","[1.0518761120760773, 0.6679934200929186]","[4.76064260930481, 0.5328846205862661, 27.509615857857213]",3.169769388583379e+17,0.3399309072597064
2550,"[0.03961007304961725, -0.8592911140314826, 0.5099508049405729]","[1.0356687275091065, -1.5247327136494508]","[10.077581591069231, 25.34268989398266, 23.355134761595586]",1.9714354376373164e+16,0.34020481020812526
2489,"[-0.9312619128773193, -0.3519527802152872, -0.09423635244854205]","[1.6651727170900636, -2.7802547867373963]","[1.9005608773887133, 37.090851749424644, 15.954828339716983]",6.524671383323219e+18,0.3402750508138938
752,"[-0.3523696735313278, 0.9208653499859397, -0.16686108105456685]","[1.7384415814782053, 1.9362574391889453]","[34.54351532815453, 11.310999381349786, 12.859367916047436]",2.933061707347873e+17,0.34030358839247843
531,"[0.01562745307430394, -0.12730518300594396, 0.9917404766823998]","[0.12861507206617467, -1.4486515859863995]","[9.425402086723636, 38.84820874278258, 28.93437998207732]",8.985764131048906e+16,0.3403495258306624
2213,"[-0.3882570575767742, 0.9139954768980495, -0.11776555290802408]","[1.6888358023883736, 1.97248994062444]","[24.909548426964363, 0.9847570332902578, 4.877825111497813]",2.581504299758265e+16,0.3404997753084714
99,"[0.10077460479583152, -0.9947145466476249, -0.01968374242500494]","[1.590481340518303, -1.4698307398225927]","[11.317506073242612, 37.87167946399194, 26.558943831782116]",2.7553442192434006e+17,0.34071903607186754
2828,"[0.9258138622654246, -0.37094131295118754, -0.07260326978329748]","[1.6434635331692693, -0.3810796162557853]","[23.172197623589703, 17.40720600994976, 15.979499225066633]",3.264379451689897e+16,0.3407546998033022
2219,"[0.08473952531765125, -0.7529995804986368, -0.652541833615146]","[2.281730375649815, -1.4587318609618993]","[10.546983542499952, 5.478547092526368, 36.205754070663914]",1.3943708143127246e+17,0.34096709077080045
1084,"[0.8613229358250766, -0.40855846608304885, 0.3019979801481074]","[1.26400852871643, -0.44290831865701746]","[20.536179687471545, 29.45357429000427, 9.027883128063252]",2.3768132655737788e+16,0.3412163299757137
